5506401,female,NULL,NULL,NULL,NULL,NULL,NULL
5506482,female,NULL,112421118772490,"Barneveld, New York",108212625870265,"Mountain View, California",1
5506681,male,NULL,NULL,NULL,NULL,NULL,NULL
5507112,male,1986,108398645850982,"Newark, New Jersey",108398645850982,"Newark, New Jersey",NULL
5507173,male,1986,NULL,NULL,110184922344060,"Washington, District of Columbia",NULL
5507345,female,NULL,NULL,NULL,NULL,NULL,NULL
5507439,female,1985,NULL,NULL,NULL,NULL,NULL
5507453,female,NULL,NULL,NULL,NULL,NULL,NULL
5507693,female,NULL,110521052305522,"Queens, New York",112341352111008,"Elizabeth City, North Carolina",13
5507709,female,NULL,103741732998584,"Jamestown, New York",NULL,NULL,NULL
5507720,female,NULL,NULL,NULL,108424279189115,"New York, New York",19
5507739,male,NULL,109748972377870,"Syracuse, New York",109748972377870,"Syracuse, New York",NULL
5507758,male,NULL,109743979043294,"Cranston, Rhode Island",106003956105810,"Boston, Massachusetts",NULL
5507797,female,1985,NULL,NULL,116023428408371,"Rumphi, Malawi",NULL
5508311,female,1986,110518242310982,"Kirkville, New York",103760812995441,"Montclair, New Jersey",NULL
5508314,female,NULL,109748972377870,"Syracuse, New York",106003956105810,"Boston, Massachusetts",22
5508354,female,1985,105639222803969,"Fairfield, Connecticut",112111905481230,"Brooklyn, New York",NULL
5508455,male,NULL,108156612541557,"Morristown, New Jersey",109748972377870,"Syracuse, New York",NULL
5508544,male,1983,109625339057215,"Walnut, California",110970792260960,"Los Angeles, California",NULL
5508956,female,NULL,NULL,NULL,108424279189115,"New York, New York",NULL
5509160,female,NULL,NULL,NULL,NULL,NULL,NULL
5509190,male,1983,108443852519092,"Burnt Hills, New York",109925612366788,"Redondo Beach, California",NULL
5509312,female,NULL,NULL,NULL,NULL,NULL,NULL
5509766,male,NULL,NULL,NULL,NULL,NULL,NULL
5510036,female,NULL,NULL,NULL,NULL,NULL,NULL
5510170,female,NULL,107827082573237,"West Seneca, New York",110714572282163,"San Diego, California",4
5510206,male,NULL,114112265268884,"Holbrook, New York",114112265268884,"Holbrook, New York",9
5510342,male,NULL,NULL,NULL,108424279189115,"New York, New York",14
5510355,male,1985,112531222094383,"Gloversville, New York",105957942768622,"Wilmington, Delaware",1
5510365,female,NULL,NULL,NULL,NULL,NULL,NULL
5510822,female,NULL,NULL,NULL,NULL,NULL,NULL
5510971,female,1985,105624549470360,"Douglassville, Pennsylvania",109748972377870,"Syracuse, New York",19
5510984,female,1905,NULL,NULL,NULL,NULL,NULL
5511007,male,NULL,NULL,NULL,NULL,NULL,NULL
5511038,female,NULL,NULL,NULL,NULL,NULL,NULL
5511506,male,NULL,NULL,NULL,NULL,NULL,NULL
5511712,male,NULL,107881775906117,"Port Jervis, New York",105955836101701,"Bellingham, Massachusetts",NULL
5511837,female,1985,106065976090577,"Binghamton, New York",107384699291109,"Albany, New York",1
5512169,male,NULL,NULL,NULL,NULL,NULL,NULL
5512847,female,1986,112531185427546,"Bedford, Massachusetts",105756796124329,"Jersey City, New Jersey",20
5513032,female,NULL,NULL,NULL,NULL,NULL,NULL
5513134,male,NULL,NULL,NULL,NULL,NULL,NULL
5513183,male,NULL,110184922344060,"Washington, District of Columbia",NULL,NULL,NULL
5513531,male,NULL,105915499439993,"Dix Hills, New York",104146386288393,"Newton, Massachusetts",NULL
5513606,female,NULL,109457029073955,"Georgetown, Massachusetts",103782546326682,"Easton, Pennsylvania",10
5513621,male,1986,109373825756448,"Fairfax, Virginia",NULL,NULL,NULL
5513744,female,NULL,NULL,NULL,NULL,NULL,NULL
5513887,female,NULL,112706318744460,"Duncanville, Texas",111762725508574,"Dallas, Texas",22
5513943,female,NULL,NULL,NULL,NULL,NULL,NULL
5514257,female,1986,104080659629871,"Webster (town), New York",109324835754083,"Buffalo, New York",NULL
5514325,female,NULL,NULL,NULL,NULL,NULL,NULL
5514367,female,NULL,NULL,NULL,NULL,NULL,NULL
5514374,female,NULL,NULL,NULL,NULL,NULL,NULL
5514402,female,NULL,106099842755418,"Caguas, Puerto Rico",NULL,NULL,22
5514465,female,1986,108031375891315,"Belchertown, Massachusetts",110184922344060,"Washington, District of Columbia",NULL
5514614,male,1986,112151582135035,"San Juan, Puerto Rico",112151582135035,"San Juan, Puerto Rico",NULL
5514785,female,NULL,107763022580206,"Irvington, New Jersey",106224666074625,"Austin, Texas",NULL
5515083,female,1987,108200995874955,"Kings Park, New York",112438218775062,"Baltimore, Maryland",NULL
5515118,male,1987,109748972377870,"Syracuse, New York",109650795719651,"Los Gatos, California",10
5515255,male,1987,106127072752945,"Neenah, Wisconsin",104081259629164,"El Paso, Texas",NULL
5515297,female,1986,NULL,NULL,NULL,NULL,NULL
5515321,female,NULL,108424279189115,"New York, New York",108424279189115,"New York, New York",9
5515485,male,1987,NULL,NULL,NULL,NULL,6
5515622,male,1987,NULL,NULL,NULL,NULL,8
5515630,female,NULL,106325172737569,"Bronx, New York",107793329243551,"Yonkers, New York",12
5515670,female,NULL,108548369169571,"Colonie, New York",105609109473413,"Guilderland, New York",NULL
5515709,male,NULL,108609689163121,"San Rafael, California",113351142011566,"Tiburon, California",13
5515856,male,NULL,NULL,NULL,107611279261754,"Rochester, New York",9
5516482,female,NULL,NULL,NULL,NULL,NULL,NULL
5516489,female,NULL,111948785483165,"Cupertino, California",115590505119035,"Denver, Colorado",7
5516692,female,NULL,NULL,NULL,NULL,NULL,NULL
5516933,male,NULL,NULL,NULL,NULL,NULL,NULL
5516951,female,NULL,109749585718842,"North Brookfield, Massachusetts",109321959087603,"Emmaus, Pennsylvania",6
5517134,male,1986,108299075857518,"Cooperstown, New York",106003956105810,"Boston, Massachusetts",NULL
5517190,NULL,NULL,103145243059289,"New Milford, Connecticut",114952118516947,"San Francisco, California",25
5517192,female,1987,NULL,NULL,NULL,NULL,11
5517429,female,NULL,NULL,NULL,NULL,NULL,NULL
5517660,male,NULL,108541499165950,"New Haven, Connecticut",101881036520836,"Philadelphia, Pennsylvania",1
5517671,male,1986,106325172737569,"Bronx, New York",109748972377870,"Syracuse, New York",NULL
5517701,male,NULL,110235052328445,South Ozone Park,NULL,NULL,NULL
5517910,female,NULL,108439249188220,"Alfred Station, New York",110332062325629,"Alfred, New York",NULL
5518000,male,NULL,NULL,NULL,NULL,NULL,NULL
5518009,female,NULL,103145243059289,"New Milford, Connecticut",101883206519751,"Singapore, Singapore",25
5518105,female,NULL,NULL,NULL,NULL,NULL,NULL
5518456,male,1987,NULL,NULL,108424279189115,"New York, New York",25
5518716,male,1986,103336369708191,"Marcellus, New York",NULL,NULL,1
5518728,male,NULL,NULL,NULL,106003956105810,"Boston, Massachusetts",NULL
5519624,female,1987,112898595393242,"Elba, New York",112898595393242,"Elba, New York",5
5520078,female,1981,NULL,NULL,NULL,NULL,NULL
5520954,female,NULL,112470922103786,"Somerset, Pennsylvania",101881036520836,"Philadelphia, Pennsylvania",12
5521154,male,NULL,NULL,NULL,NULL,NULL,25
5521262,female,NULL,109505252414157,"Ossining, New York",109505252414157,"Ossining, New York",NULL
5523971,male,NULL,NULL,NULL,NULL,NULL,NULL
5524047,female,1987,113006212046313,"Acton, Massachusetts",107620962593801,"Quincy, Massachusetts",NULL
5524220,male,NULL,105923419438391,"Augusta, Maine",109748972377870,"Syracuse, New York",2
5524469,female,NULL,110521052305522,"Queens, New York",108424279189115,"New York, New York",3
5526291,male,1984,111723415507516,"Canandaigua (city), New York",109748972377870,"Syracuse, New York",NULL
5526577,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5725715,female,NULL,NULL,NULL,NULL,NULL,NULL
5800910,female,NULL,NULL,NULL,NULL,NULL,NULL
5800921,male,NULL,NULL,NULL,112606422085862,"Portland, Maine",NULL
5801021,female,NULL,107456825950965,"Richmond, Maine",111165112241092,"Vienna, Austria",NULL
5801570,female,1985,106518959386001,"Dresden Mills, Maine",111707148845285,"Sabattus, Maine",8
5801641,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5801673,male,1986,105923419438391,"Augusta, Maine",109360339083522,"Alexandria, Virginia",NULL
5802101,male,NULL,NULL,NULL,NULL,NULL,NULL
